planet,method,year,number,radius,mass,facility
Kepler-549 b,Transit,2016,2,2.57,NA,Kepler
Kepler-549 c,Transit,2016,2,2.93,NA,Kepler
Kepler-55 b,Transit,2012,5,2.43,473.55,Kepler
Kepler-55 c,Transit,2012,5,2.21,352.78,Kepler
Kepler-55 d,Transit,2014,5,1.59,NA,Kepler
Kepler-55 e,Transit,2014,5,1.55,NA,Kepler
Kepler-55 f,Transit,2014,5,1.59,NA,Kepler
Kepler-550 b,Transit,2016,1,4.42,NA,Kepler
Kepler-551 b,Transit,2016,1,2.73,NA,Kepler
Kepler-552 b,Transit,2016,1,3.95,NA,Kepler
Kepler-553 b,Transit,2016,2,4.63,NA,Kepler
Kepler-553 c,Transit,2016,2,11.2,NA,Kepler
Kepler-554 b,Transit,2016,1,4.29,NA,Kepler
Kepler-555 b,Transit,2016,1,2.83,NA,Kepler
Kepler-556 b,Transit,2016,1,2.24,NA,Kepler
Kepler-557 b,Transit,2016,1,2.67,NA,Kepler
Kepler-558 b,Transit,2016,1,2.37,NA,Kepler
Kepler-559 b,Transit,2016,1,3.61,NA,Kepler
Kepler-56 b,Transit,2012,3,6.51,22.1,Kepler
Kepler-56 c,Transit,2012,3,9.8,181,Kepler
Kepler-56 d,Radial Velocity,2016,3,NA,1784,Multiple Observatories
Kepler-560 b,Transit,2016,1,1.72,NA,Kepler
Kepler-561 b,Transit,2016,2,6.96,NA,Kepler
Kepler-561 c,Transit,2016,2,2.68,NA,Kepler
Kepler-562 b,Transit,2016,1,5.21,NA,Kepler
Kepler-563 b,Transit,2016,1,3.09,NA,Kepler
Kepler-564 b,Transit,2016,1,4.63,NA,Kepler
Kepler-565 b,Transit,2016,1,3.64,NA,Kepler
Kepler-566 b,Transit,2016,1,2.15,NA,Kepler
Kepler-567 b,Transit,2016,1,2.25,NA,Kepler
Kepler-568 b,Transit,2016,1,2.26,NA,Kepler
Kepler-569 b,Transit,2016,1,3.16,NA,Kepler
Kepler-57 b,Transit,2012,2,2.19,5994.02,Kepler
Kepler-57 c,Transit,2012,2,1.55,2208.83,Kepler
Kepler-570 b,Transit,2016,1,2.45,NA,Kepler
Kepler-571 b,Transit,2016,1,2.64,NA,Kepler
Kepler-572 b,Transit,2016,1,2.58,NA,Kepler
Kepler-573 b,Transit,2016,1,2.79,NA,Kepler
Kepler-574 b,Transit,2016,1,2.39,NA,Kepler
Kepler-575 b,Transit,2016,1,2.39,NA,Kepler
Kepler-576 b,Transit,2016,1,3.27,NA,Kepler
Kepler-577 b,Transit,2016,1,2.55,NA,Kepler
Kepler-578 b,Transit,2016,1,2,NA,Kepler
Kepler-579 b,Transit,2016,1,2,NA,Kepler
Kepler-58 b,Transit,2012,3,2.78,441.77,Kepler
Kepler-58 c,Transit,2012,3,2.86,696.02,Kepler
Kepler-58 d,Transit,2014,3,2.94,NA,Kepler
Kepler-580 b,Transit,2016,1,2.57,NA,Kepler
Kepler-581 b,Transit,2016,1,2.63,NA,Kepler
Kepler-582 b,Transit,2016,1,3.68,NA,Kepler
Kepler-583 b,Transit,2016,1,2.28,NA,Kepler
Kepler-584 b,Transit,2016,1,4.21,NA,Kepler
Kepler-585 b,Transit,2016,1,2.83,NA,Kepler
Kepler-586 b,Transit,2016,1,2.79,NA,Kepler
Kepler-587 b,Transit,2016,1,2.23,NA,Kepler
Kepler-588 b,Transit,2016,1,2.63,NA,Kepler
Kepler-589 b,Transit,2016,1,2.27,NA,Kepler
Kepler-59 b,Transit,2012,2,1.1,651.52,Kepler
Kepler-59 c,Transit,2012,2,1.98,435.41,Kepler
Kepler-590 b,Transit,2016,1,4.02,NA,Kepler
Kepler-591 b,Transit,2016,1,3.39,NA,Kepler
Kepler-592 b,Transit,2016,1,2.39,NA,Kepler
Kepler-593 b,Transit,2016,1,2.87,NA,Kepler
Kepler-594 b,Transit,2016,1,2.18,NA,Kepler
Kepler-595 b,Transit,2016,1,3.81,NA,Kepler
Kepler-596 b,Transit,2016,1,3.46,NA,Kepler
Kepler-597 b,Transit,2016,1,2.37,NA,Kepler
Kepler-598 b,Transit,2016,2,1.5,NA,Kepler
Kepler-598 c,Transit,2020,2,3.024,NA,Kepler
Kepler-599 b,Transit,2016,1,2.84,NA,Kepler
Kepler-6 b,Transit,2009,1,14.617,212.31044,Kepler
Kepler-60 b,Transit,2012,3,1.71,4.19,Kepler
Kepler-60 c,Transit,2012,3,1.9,3.85,Kepler
Kepler-60 d,Transit,2012,3,1.99,4.16,Kepler
Kepler-600 b,Transit,2016,1,2.9,NA,Kepler
Kepler-601 b,Transit,2016,1,1.9,NA,Kepler
Kepler-602 b,Transit,2016,1,2.09,NA,Kepler
Kepler-603 b,Transit,2016,3,2.65,NA,Kepler
Kepler-603 c,Transit,2016,3,6.5,NA,Kepler
Kepler-603 d,Transit,2016,3,1.32,NA,Kepler
Kepler-604 b,Transit,2016,1,2.59,NA,Kepler
Kepler-605 b,Transit,2016,2,1.44,NA,Kepler
Kepler-605 c,Transit,2016,2,0.86,NA,Kepler
Kepler-606 b,Transit,2016,1,3.31,NA,Kepler
Kepler-607 b,Transit,2016,1,0.87,NA,Kepler
Kepler-608 b,Transit,2016,1,3.64,NA,Kepler
Kepler-609 b,Transit,2016,1,3.35,NA,Kepler
Kepler-61 b,Transit,2013,1,2.15,NA,Kepler
Kepler-610 b,Transit,2016,2,4.19,NA,Kepler
Kepler-610 c,Transit,2016,2,3.3,NA,Kepler
Kepler-611 b,Transit,2016,1,1.65,NA,Kepler
Kepler-612 b,Transit,2016,1,2.84,NA,Kepler
Kepler-613 b,Transit,2016,1,2.29,NA,Kepler
Kepler-614 b,Transit,2016,1,2.39,NA,Kepler
Kepler-615 b,Transit,2016,1,1.74,NA,Kepler
Kepler-616 b,Transit,2016,2,2.43,NA,Kepler
Kepler-616 c,Transit,2016,2,3.41,NA,Kepler
Kepler-617 b,Transit,2016,1,1.32,NA,Kepler
Kepler-618 b,Transit,2016,1,2.6,NA,Kepler
Kepler-619 b,Transit,2016,2,3.16,NA,Kepler
Kepler-619 c,Transit,2016,2,1.69,NA,Kepler
Kepler-62 b,Transit,2013,5,1.31,9,Kepler
Kepler-62 c,Transit,2013,5,0.54,4,Kepler
Kepler-62 d,Transit,2013,5,1.95,14,Kepler
Kepler-62 e,Transit,2013,5,1.61,36,Kepler
Kepler-62 f,Transit,2013,5,1.41,35,Kepler
Kepler-620 b,Transit,2016,1,3.32,NA,Kepler
Kepler-621 b,Transit,2016,1,2.3,NA,Kepler
Kepler-622 b,Transit,2016,1,2.13,NA,Kepler
Kepler-623 b,Transit,2016,1,3.01,NA,Kepler
Kepler-624 b,Transit,2016,1,2.31,NA,Kepler
Kepler-625 b,Transit,2016,2,1.99,NA,Kepler
Kepler-625 c,Transit,2016,2,1.05,NA,Kepler
Kepler-626 b,Transit,2016,1,2.29,NA,Kepler
Kepler-627 b,Transit,2016,1,3.73,NA,Kepler
Kepler-628 b,Transit,2016,1,8.4,NA,Kepler
Kepler-629 b,Transit,2016,1,1.38,NA,Kepler
Kepler-63 b,Transit,2013,1,6.11,120,Kepler
Kepler-630 b,Transit,2016,1,3.18,NA,Kepler
Kepler-631 b,Transit,2016,1,2.9,NA,Kepler
Kepler-632 b,Transit,2016,1,2.21,NA,Kepler
Kepler-633 b,Transit,2016,1,1.63,NA,Kepler
Kepler-634 b,Transit,2016,1,1.89,NA,Kepler
Kepler-635 b,Transit,2016,1,2.64,NA,Kepler
Kepler-636 b,Transit,2016,1,4.45,NA,Kepler
Kepler-637 b,Transit,2016,1,4.75,NA,Kepler
Kepler-638 b,Transit,2016,1,1.83,NA,Kepler
Kepler-639 b,Transit,2016,1,2.38,NA,Kepler
Kepler-640 b,Transit,2016,1,2.56,NA,Kepler
Kepler-641 b,Transit,2016,1,1.85,NA,Kepler
Kepler-642 b,Transit,2016,1,2.9,NA,Kepler
Kepler-643 b,Transit,2016,1,10.16,NA,Kepler
Kepler-644 b,Transit,2016,1,3.15,NA,Kepler
Kepler-645 b,Transit,2016,1,2.1,NA,Kepler
Kepler-646 b,Transit,2016,1,1.99,NA,Kepler
Kepler-647 b,Transit,2016,2,1.17,NA,Kepler
Kepler-647 c,Transit,2020,2,4.001,NA,Kepler
Kepler-648 b,Transit,2016,1,3.22,NA,Kepler
Kepler-649 b,Transit,2016,1,2.26,NA,Kepler
Kepler-65 b,Transit,2012,4,1.42,NA,Kepler
Kepler-65 c,Transit,2012,4,2.58,NA,Kepler
Kepler-65 d,Transit,2012,4,1.52,NA,Kepler
Kepler-65 e,Radial Velocity,2019,4,NA,260,W. M. Keck Observatory
Kepler-650 b,Transit,2016,1,2.96,NA,Kepler
Kepler-651 b,Transit,2016,1,2.37,NA,Kepler
Kepler-652 b,Transit,2016,1,2.49,NA,Kepler
Kepler-653 b,Transit,2016,2,1.95,NA,Kepler
Kepler-653 c,Transit,2016,2,0.78,NA,Kepler
Kepler-654 b,Transit,2016,1,2.07,NA,Kepler
Kepler-655 b,Transit,2016,1,2.71,NA,Kepler
Kepler-656 b,Transit,2016,1,3.12,NA,Kepler
Kepler-657 b,Transit,2016,1,3.52,NA,Kepler
Kepler-658 b,Transit,2016,1,1.63,NA,Kepler
Kepler-659 b,Transit,2016,1,2.5,NA,Kepler
Kepler-66 b,Transit,2013,1,2.8,NA,Kepler
Kepler-660 b,Transit,2016,1,2.57,NA,Kepler
Kepler-661 b,Transit,2016,1,3.07,NA,Kepler
Kepler-662 b,Transit,2016,1,2.18,NA,Kepler
Kepler-663 b,Transit,2016,1,2.6,NA,Kepler
Kepler-664 b,Transit,2016,1,2.66,NA,Kepler
Kepler-665 b,Transit,2016,1,2.6,NA,Kepler
Kepler-666 b,Transit,2016,1,2.4,NA,Kepler
Kepler-667 b,Transit,2016,1,4.73,NA,Kepler
Kepler-668 b,Transit,2016,1,2.7,NA,Kepler
Kepler-669 b,Transit,2016,1,4.83,NA,Kepler
Kepler-67 b,Transit,2013,1,2.94,NA,Kepler
Kepler-670 b,Transit,2016,1,13.18,NA,Kepler
Kepler-671 b,Transit,2016,1,2.69,NA,Kepler
Kepler-672 b,Transit,2016,1,2.5,NA,Kepler
Kepler-673 b,Transit,2016,1,6.54,NA,Kepler
Kepler-674 b,Transit,2016,1,1.69,NA,Kepler
Kepler-675 b,Transit,2016,1,2.44,NA,Kepler
Kepler-676 b,Transit,2016,1,3.04,NA,Kepler
Kepler-677 b,Transit,2016,1,5.38,NA,Kepler
Kepler-678 b,Transit,2016,1,5.14,NA,Kepler
Kepler-679 b,Transit,2016,1,3.01,NA,Kepler
Kepler-68 b,Transit,2013,3,NA,7.65,Kepler
Kepler-68 c,Transit,2013,3,NA,2.04,Kepler
Kepler-68 d,Radial Velocity,2013,3,NA,244.7291,W. M. Keck Observatory
Kepler-680 b,Transit,2016,1,2.42,NA,Kepler
Kepler-681 b,Transit,2016,1,3.08,NA,Kepler
Kepler-682 b,Transit,2016,1,7.37,NA,Kepler
Kepler-683 b,Transit,2016,1,1.97,NA,Kepler
Kepler-684 b,Transit,2016,1,3.36,NA,Kepler
Kepler-685 b,Transit,2016,1,10.58,NA,Kepler
Kepler-686 b,Transit,2016,1,12.15,NA,Kepler
Kepler-687 b,Transit,2016,1,3.52,NA,Kepler
Kepler-688 b,Transit,2016,1,9.76,NA,Kepler
Kepler-689 b,Transit,2016,1,2.89,NA,Kepler
Kepler-69 b,Transit,2013,2,2.24,NA,Kepler
Kepler-69 c,Transit,2013,2,1.71,NA,Kepler
Kepler-690 b,Transit,2016,1,5.95,NA,Kepler
Kepler-691 b,Transit,2016,1,2.09,NA,Kepler
Kepler-692 b,Transit,2016,1,3.11,NA,Kepler
Kepler-693 b,Transit,2016,1,10.18,NA,Kepler
Kepler-694 b,Transit,2016,1,2.8,NA,Kepler
Kepler-695 b,Transit,2016,1,9.21,NA,Kepler
Kepler-696 b,Transit,2016,1,6.14,NA,Kepler
Kepler-697 b,Transit,2016,1,4.13,NA,Kepler
Kepler-698 b,Transit,2016,1,3.68,NA,Kepler
Kepler-699 b,Transit,2016,1,14.11,NA,Kepler
Kepler-7 b,Transit,2009,1,18.181,140.16303,Kepler
Kepler-700 b,Transit,2016,1,5.99,NA,Kepler
Kepler-701 b,Transit,2016,1,2.84,NA,Kepler
Kepler-702 b,Transit,2016,1,9.17,NA,Kepler
Kepler-703 b,Transit,2016,1,8.2,NA,Kepler
Kepler-704 b,Transit,2016,1,2.61,NA,Kepler
Kepler-705 b,Transit,2016,1,2.11,NA,Kepler
Kepler-706 b,Transit,2016,1,13.17,NA,Kepler
Kepler-707 b,Transit,2016,1,1.33,NA,Kepler
Kepler-708 b,Transit,2016,1,2.93,NA,Kepler
Kepler-709 b,Transit,2016,1,2.92,NA,Kepler
Kepler-710 b,Transit,2016,1,1.88,NA,Kepler
Kepler-711 b,Transit,2016,1,3.41,NA,Kepler
Kepler-712 b,Transit,2016,2,3.41,NA,Kepler
Kepler-712 c,Transit,2016,2,4.85,NA,Kepler
Kepler-713 b,Transit,2016,1,2.48,NA,Kepler
Kepler-714 b,Transit,2016,1,9.67,NA,Kepler
Kepler-715 b,Transit,2016,1,3.75,NA,Kepler
Kepler-716 b,Transit,2016,2,2.9,NA,Kepler
Kepler-716 c,Transit,2020,2,1.393,NA,Kepler
Kepler-717 b,Transit,2016,1,2.42,NA,Kepler
Kepler-718 b,Transit,2016,1,16.56,NA,Kepler
Kepler-719 b,Transit,2016,1,8.52,NA,Kepler
Kepler-720 b,Transit,2016,1,8.41,NA,Kepler
Kepler-721 b,Transit,2016,1,2.64,NA,Kepler
Kepler-722 b,Transit,2016,2,2.63,NA,Kepler
Kepler-722 c,Transit,2016,2,2.82,NA,Kepler
Kepler-723 b,Transit,2016,1,12.19,NA,Kepler
Kepler-724 b,Transit,2016,1,3.29,NA,Kepler
Kepler-725 b,Transit,2016,1,10.63,NA,Kepler
Kepler-726 b,Transit,2016,1,3.26,NA,Kepler
Kepler-727 b,Transit,2016,1,2.53,NA,Kepler
Kepler-728 b,Transit,2016,1,3.34,NA,Kepler
Kepler-729 b,Transit,2016,1,3.58,NA,Kepler
Kepler-730 b,Transit,2016,2,12.33,NA,Kepler
Kepler-730 c,Transit,2018,2,1.569,NA,Kepler
Kepler-731 b,Transit,2016,1,13.88,NA,Kepler
Kepler-732 b,Transit,2016,2,2.18,NA,Kepler
Kepler-732 c,Transit,2016,2,1.27,NA,Kepler
Kepler-733 b,Transit,2016,1,2.82,NA,Kepler
Kepler-734 b,Transit,2016,1,3.56,NA,Kepler
Kepler-735 b,Transit,2016,1,2.95,NA,Kepler
Kepler-736 b,Transit,2016,1,2.93,NA,Kepler
Kepler-737 b,Transit,2016,1,1.96,NA,Kepler
Kepler-738 b,Transit,2016,1,2.5,NA,Kepler
Kepler-739 b,Transit,2016,1,3.32,NA,Kepler
Kepler-74 b,Transit,2013,1,10.76,200.22,Kepler
Kepler-740 b,Transit,2016,1,4.57,NA,Kepler
Kepler-741 b,Transit,2016,1,2.97,NA,Kepler
Kepler-742 b,Transit,2016,1,3.24,NA,Kepler
Kepler-743 b,Transit,2016,1,1.21,NA,Kepler
Kepler-744 b,Transit,2016,1,1.62,NA,Kepler
Kepler-745 b,Transit,2016,1,2.16,NA,Kepler
Kepler-746 b,Transit,2016,1,1.11,NA,Kepler
Kepler-747 b,Transit,2016,1,5.27,NA,Kepler
Kepler-748 b,Transit,2016,1,2.52,NA,Kepler
Kepler-749 b,Transit,2016,1,3.1,NA,Kepler
Kepler-75 b,Transit,2013,1,11.77,3209.9,Kepler
Kepler-750 b,Transit,2016,2,3.07,NA,Kepler
Kepler-750 c,Transit,2016,2,1.62,NA,Kepler
Kepler-751 b,Transit,2016,1,2.46,NA,Kepler
Kepler-752 b,Transit,2016,1,2.81,NA,Kepler
Kepler-753 b,Transit,2016,1,1.91,NA,Kepler
Kepler-754 b,Transit,2016,1,2.01,NA,Kepler
Kepler-755 b,Transit,2016,2,1.76,NA,Kepler
Kepler-755 c,Transit,2016,2,1.26,NA,Kepler
Kepler-756 b,Transit,2016,1,1.12,NA,Kepler
Kepler-757 b,Transit,2016,1,1.36,NA,Kepler
Kepler-758 b,Transit,2016,4,2.48,NA,Kepler
Kepler-758 c,Transit,2016,4,1.69,NA,Kepler
Kepler-758 d,Transit,2016,4,2.12,NA,Kepler
Kepler-758 e,Transit,2016,4,1.53,NA,Kepler
Kepler-759 b,Transit,2016,1,2.27,NA,Kepler
Kepler-76 b,Orbital Brightness Modulation,2013,1,15.244,638.8383,Kepler
Kepler-760 b,Transit,2016,2,3.06,NA,Kepler
Kepler-760 c,Transit,2016,2,1.48,NA,Kepler
Kepler-761 b,Transit,2016,1,2.03,NA,Kepler
Kepler-762 b,Transit,2016,1,12.68,NA,Kepler
Kepler-763 b,Transit,2016,1,1.22,NA,Kepler
Kepler-764 b,Transit,2016,1,1.64,NA,Kepler
Kepler-765 b,Transit,2016,1,2.43,NA,Kepler
Kepler-766 b,Transit,2016,1,3.39,NA,Kepler
Kepler-767 b,Transit,2016,1,6.64,NA,Kepler
Kepler-768 b,Transit,2016,1,1.79,NA,Kepler
Kepler-769 b,Transit,2016,2,2.92,NA,Kepler
Kepler-769 c,Transit,2016,2,1.79,NA,Kepler
Kepler-77 b,Transit,2013,1,10.761,136.661,Kepler
Kepler-770 b,Transit,2016,3,2.3,NA,Kepler
Kepler-770 c,Transit,2016,3,1.2,NA,Kepler
Kepler-770 d,Transit,2016,3,1.4,NA,Kepler
Kepler-771 b,Transit,2016,1,1.82,NA,Kepler
Kepler-772 b,Transit,2016,1,1.82,NA,Kepler
Kepler-773 b,Transit,2016,1,1.43,NA,Kepler
Kepler-774 b,Transit,2016,1,3.17,NA,Kepler
Kepler-775 b,Transit,2016,1,1.19,NA,Kepler
Kepler-776 b,Transit,2016,1,1.28,NA,Kepler
Kepler-777 b,Transit,2016,1,1.47,NA,Kepler
Kepler-778 b,Transit,2016,1,1.68,NA,Kepler
Kepler-779 b,Transit,2016,1,0.92,NA,Kepler
Kepler-78 b,Transit,2013,1,1.121,3.1783,Kepler
Kepler-780 b,Transit,2016,1,0.89,NA,Kepler
Kepler-781 b,Transit,2016,1,2.89,NA,Kepler
Kepler-782 b,Transit,2016,1,3.21,NA,Kepler
Kepler-783 b,Transit,2016,2,0.78,NA,Kepler
Kepler-783 c,Transit,2020,2,2.332,NA,Kepler
Kepler-784 b,Transit,2016,1,1.58,NA,Kepler
Kepler-785 b,Transit,2016,1,13.02,NA,Kepler
Kepler-786 b,Transit,2016,1,2.43,NA,Kepler
Kepler-787 b,Transit,2016,1,1.28,NA,Kepler
Kepler-788 b,Transit,2016,1,2.55,NA,Kepler
Kepler-789 b,Transit,2016,1,2.12,NA,Kepler
Kepler-79 b,Transit,2012,4,3.47,10.9,Kepler
Kepler-79 c,Transit,2012,4,3.72,5.9,Kepler
Kepler-79 d,Transit,2014,4,7.16,6,Kepler
Kepler-79 e,Transit,2014,4,3.49,4.1,Kepler
Kepler-790 b,Transit,2016,1,2.18,NA,Kepler
Kepler-791 b,Transit,2016,1,3.05,NA,Kepler
Kepler-792 b,Transit,2016,1,1.96,NA,Kepler
Kepler-793 b,Transit,2016,1,1.37,NA,Kepler
Kepler-794 b,Transit,2016,1,2.11,NA,Kepler
Kepler-795 b,Transit,2016,1,1.68,NA,Kepler
Kepler-796 b,Transit,2016,1,1.3,NA,Kepler
Kepler-797 b,Transit,2016,1,2.17,NA,Kepler
Kepler-798 b,Transit,2016,1,2.39,NA,Kepler
Kepler-799 b,Transit,2016,1,6.88,NA,Kepler
Kepler-8 b,Transit,2010,1,15.872,187.5197,Kepler
Kepler-80 b,Transit,2012,6,2.67,6.93,Kepler
Kepler-80 c,Transit,2012,6,2.74,6.74,Kepler
Kepler-80 d,Transit,2014,6,1.53,6.75,Kepler
Kepler-80 e,Transit,2014,6,1.6,4.13,Kepler
Kepler-80 f,Transit,2016,6,1.21,NA,Kepler
Kepler-80 g,Transit,2017,6,1.13,NA,Kepler
Kepler-800 b,Transit,2016,1,2.85,NA,Kepler
Kepler-801 b,Transit,2016,1,2,NA,Kepler
Kepler-802 b,Transit,2016,1,3.54,NA,Kepler
Kepler-803 b,Transit,2016,1,3.79,NA,Kepler
Kepler-804 b,Transit,2016,2,1.94,NA,Kepler
Kepler-804 c,Transit,2016,2,1.14,NA,Kepler
Kepler-805 b,Transit,2016,1,2.89,NA,Kepler
Kepler-806 b,Transit,2016,1,1.14,NA,Kepler
Kepler-807 b,Transit,2016,1,10.42,NA,Kepler
Kepler-808 b,Transit,2016,1,1.46,NA,Kepler
Kepler-809 b,Transit,2016,1,3.01,NA,Kepler
Kepler-81 b,Transit,2012,3,2.42,NA,Kepler
Kepler-81 c,Transit,2012,3,2.37,NA,Kepler
Kepler-81 d,Transit,2014,3,1.21,NA,Kepler
Kepler-810 b,Transit,2016,1,1.93,NA,Kepler
Kepler-811 b,Transit,2016,1,2.7,NA,Kepler
Kepler-812 b,Transit,2016,1,3.55,NA,Kepler
Kepler-813 b,Transit,2016,1,2.14,NA,Kepler
Kepler-814 b,Transit,2016,1,2.12,NA,Kepler
Kepler-815 b,Transit,2016,1,4.11,NA,Kepler
Kepler-816 b,Transit,2016,1,10.24,NA,Kepler
Kepler-817 b,Transit,2016,1,9.03,NA,Kepler
Kepler-818 b,Transit,2016,1,5.11,NA,Kepler
Kepler-819 b,Transit,2016,1,2.76,NA,Kepler
Kepler-82 b,Transit,2012,5,4.07,12.15,Kepler
Kepler-82 c,Transit,2012,5,5.34,13.9,Kepler
Kepler-82 d,Transit,2014,5,1.77,NA,Kepler
Kepler-82 e,Transit,2014,5,2.47,NA,Kepler
Kepler-82 f,Transit Timing Variations,2019,5,NA,20.9,KOINet
Kepler-820 b,Transit,2016,1,6.09,NA,Kepler
Kepler-821 b,Transit,2016,1,1.31,NA,Kepler
Kepler-822 b,Transit,2016,1,1.77,NA,Kepler
Kepler-823 b,Transit,2016,1,1.57,NA,Kepler
Kepler-824 b,Transit,2016,1,1.87,NA,Kepler
Kepler-825 b,Transit,2016,2,1.53,NA,Kepler
Kepler-825 c,Transit,2016,2,1.84,NA,Kepler
Kepler-826 b,Transit,2016,1,1.25,NA,Kepler
Kepler-827 b,Transit,2016,1,5.63,NA,Kepler
Kepler-828 b,Transit,2016,1,1.51,NA,Kepler
Kepler-829 b,Transit,2016,1,2.11,NA,Kepler
Kepler-83 b,Transit,2012,3,2.83,NA,Kepler
Kepler-83 c,Transit,2012,3,2.36,NA,Kepler
Kepler-83 d,Transit,2014,3,1.94,NA,Kepler
Kepler-830 b,Transit,2016,1,1.7,NA,Kepler
Kepler-831 b,Transit,2016,1,1.27,NA,Kepler
Kepler-832 b,Transit,2016,1,2.06,NA,Kepler
Kepler-833 b,Transit,2016,1,2.02,NA,Kepler
Kepler-834 b,Transit,2016,1,2.02,NA,Kepler
Kepler-835 b,Transit,2016,1,2.79,NA,Kepler
Kepler-836 b,Transit,2016,1,2.73,NA,Kepler
Kepler-837 b,Transit,2016,1,2.56,NA,Kepler
Kepler-838 b,Transit,2016,1,2.73,NA,Kepler
Kepler-839 b,Transit,2016,1,2.57,NA,Kepler
Kepler-84 b,Transit,2012,5,2.23,NA,Kepler
Kepler-84 c,Transit,2012,5,2.36,NA,Kepler
Kepler-84 d,Transit,2014,5,1.38,NA,Kepler
Kepler-84 e,Transit,2014,5,2.6,NA,Kepler
Kepler-84 f,Transit,2014,5,2.2,NA,Kepler
Kepler-840 b,Transit,2016,1,17.07,NA,Kepler
Kepler-841 b,Transit,2016,1,5.23,NA,Kepler
Kepler-842 b,Transit,2016,1,1.6,NA,Kepler
Kepler-843 b,Transit,2016,1,2.59,NA,Kepler
Kepler-844 b,Transit,2016,1,1.68,NA,Kepler
Kepler-845 b,Transit,2016,1,2.04,NA,Kepler
Kepler-846 b,Transit,2016,1,2.48,NA,Kepler
Kepler-847 b,Transit,2016,1,1.18,NA,Kepler
Kepler-848 b,Transit,2016,1,1.7,NA,Kepler
Kepler-849 b,Transit,2016,1,7.14,NA,Kepler
Kepler-85 b,Transit,2012,4,1.97,NA,Kepler
Kepler-85 c,Transit,2012,4,2.18,NA,Kepler
Kepler-85 d,Transit,2014,4,1.2,NA,Kepler
Kepler-85 e,Transit,2014,4,1.27,NA,Kepler
Kepler-850 b,Transit,2016,1,1.78,NA,Kepler
Kepler-851 b,Transit,2016,1,1.68,NA,Kepler
Kepler-852 b,Transit,2016,1,2.54,NA,Kepler
Kepler-853 b,Transit,2016,1,1.69,NA,Kepler
Kepler-854 b,Transit,2016,1,16.72,NA,Kepler
Kepler-855 b,Transit,2016,1,8.35,NA,Kepler
Kepler-856 b,Transit,2016,1,9.3,NA,Kepler
Kepler-857 b,Transit,2016,1,6.8,NA,Kepler
Kepler-858 b,Transit,2016,1,4.87,NA,Kepler
Kepler-859 b,Transit,2016,1,3.09,NA,Kepler
Kepler-860 b,Transit,2016,1,3.24,NA,Kepler
Kepler-861 b,Transit,2016,1,2.28,NA,Kepler
Kepler-862 b,Transit,2016,1,2.21,NA,Kepler
Kepler-863 b,Transit,2016,1,2.9,NA,Kepler
Kepler-864 b,Transit,2016,1,2.4,NA,Kepler
Kepler-865 b,Transit,2016,1,2.49,NA,Kepler
Kepler-866 b,Transit,2016,1,1.63,NA,Kepler
Kepler-867 b,Transit,2016,1,4.64,NA,Kepler
Kepler-868 b,Transit,2016,1,2.05,NA,Kepler
Kepler-869 b,Transit,2016,1,3.61,NA,Kepler
Kepler-87 b,Transit,2013,2,13.49,324.2,Kepler
Kepler-87 c,Transit,2013,2,6.14,6.4,Kepler
Kepler-870 b,Transit,2016,1,2.78,NA,Kepler
Kepler-871 b,Transit,2016,1,3.74,NA,Kepler
Kepler-872 b,Transit,2016,1,1.99,NA,Kepler
Kepler-873 b,Transit,2016,1,3.75,NA,Kepler
Kepler-874 b,Transit,2016,1,3.94,NA,Kepler
Kepler-875 b,Transit,2016,1,2.9,NA,Kepler
Kepler-876 b,Transit,2016,1,1.43,NA,Kepler
Kepler-877 b,Transit,2016,1,2.12,NA,Kepler
Kepler-878 b,Transit,2016,1,1.93,NA,Kepler
Kepler-879 b,Transit,2016,1,2.57,NA,Kepler
Kepler-88 d,Radial Velocity,2020,3,NA,965.147,W. M. Keck Observatory
Kepler-880 b,Transit,2016,1,2.66,NA,Kepler
Kepler-881 b,Transit,2016,1,1.78,NA,Kepler
Kepler-882 b,Transit,2016,1,1.23,NA,Kepler
Kepler-883 b,Transit,2016,1,1.78,NA,Kepler
Kepler-884 b,Transit,2016,1,1.23,NA,Kepler
Kepler-885 b,Transit,2016,1,2.5,NA,Kepler
Kepler-886 b,Transit,2016,1,1.52,NA,Kepler
Kepler-887 b,Transit,2016,2,1.84,NA,Kepler
Kepler-887 c,Transit,2016,2,1.13,NA,Kepler
Kepler-888 b,Transit,2016,1,1.76,NA,Kepler
Kepler-889 b,Transit,2016,1,1.09,NA,Kepler
Kepler-890 b,Transit,2016,1,8.89,NA,Kepler
Kepler-891 b,Transit,2016,1,6.41,NA,Kepler
Kepler-892 b,Transit,2016,1,2.81,NA,Kepler
Kepler-893 b,Transit,2016,1,3.03,NA,Kepler
Kepler-894 b,Transit,2016,1,2.78,NA,Kepler
Kepler-895 b,Transit,2016,1,1.54,NA,Kepler
Kepler-896 b,Transit,2016,1,2.53,NA,Kepler
Kepler-897 b,Transit,2016,1,2.39,NA,Kepler
Kepler-898 b,Transit,2016,1,1.49,NA,Kepler
Kepler-899 b,Transit,2016,1,2.68,NA,Kepler
Kepler-9 b,Transit,2010,3,8.29,43.4,Kepler
Kepler-9 c,Transit,2010,3,8.08,29.9,Kepler
Kepler-9 d,Transit,2010,3,1.64,NA,Kepler
Kepler-90 i,Transit,2017,8,1.32,NA,Kepler
